lead_id,lead_name,lead_source,status,created_date,customer_id
1042,Lead_1042,Email Campaign,Lost,2024-02-27,213
1043,Lead_1043,LinkedIn,Contacted,2024-10-17,302
1044,Lead_1044,Email Campaign,New,2024-02-24,289
1045,Lead_1045,Website,Qualified,2024-10-01,451
1046,Lead_1046,Referral,Lost,2024-05-15,197
1047,Lead_1047,Cold Call,Lost,2024-01-20,89
1048,Lead_1048,Referral,Lost,2024-03-14,317
1049,Lead_1049,Email Campaign,Lost,2024-01-20,203
1050,Lead_1050,Referral,Contacted,2024-01-26,382
1051,Lead_1051,Cold Call,Qualified,2024-07-09,11
1052,Lead_1052,Referral,Qualified,2024-06-08,144
1053,Lead_1053,Cold Call,New,2024-04-26,69
1054,Lead_1054,Referral,Lost,2024-06-13,138
1055,Lead_1055,Cold Call,New,2024-04-06,227
1056,Lead_1056,LinkedIn,Lost,2024-09-05,389
1057,Lead_1057,Email Campaign,Qualified,2024-01-29,264
1058,Lead_1058,LinkedIn,New,2024-06-08,364
1059,Lead_1059,Email Campaign,Lost,2024-03-10,400
1060,Lead_1060,Email Campaign,New,2024-03-29,99
1061,Lead_1061,LinkedIn,New,2024-05-07,17
1062,Lead_1062,Cold Call,New,2024-07-03,361
1063,Lead_1063,LinkedIn,Qualified,2024-07-07,422
1064,Lead_1064,Cold Call,Lost,2024-11-21,473
1065,Lead_1065,Website,New,2024-05-03,191
1066,Lead_1066,Cold Call,Lost,2024-03-31,492
1067,Lead_1067,Cold Call,Qualified,2024-06-25,84
1068,Lead_1068,Referral,New,2024-05-25,15
1069,Lead_1069,Cold Call,New,2024-03-24,438
1070,Lead_1070,Email Campaign,Contacted,2024-04-23,332
1071,Lead_1071,LinkedIn,Contacted,2024-05-17,334
1072,Lead_1072,Cold Call,New,2024-12-15,5
1073,Lead_1073,Cold Call,Contacted,2024-11-27,89
1074,Lead_1074,Email Campaign,New,2024-04-24,130
1075,Lead_1075,Email Campaign,Qualified,2024-12-30,496
1076,Lead_1076,Referral,Lost,2024-07-11,437
1077,Lead_1077,Referral,Lost,2024-05-09,112
1078,Lead_1078,Cold Call,Qualified,2024-12-12,267
1079,Lead_1079,Email Campaign,Lost,2024-10-26,53
1080,Lead_1080,Website,Qualified,2024-10-14,332
1081,Lead_1081,Email Campaign,Qualified,2024-06-01,351
1082,Lead_1082,Website,Lost,2024-02-02,173
1083,Lead_1083,Referral,Qualified,2024-05-21,134
1084,Lead_1084,Referral,Contacted,2024-03-17,265
1085,Lead_1085,LinkedIn,New,2024-11-03,207
1086,Lead_1086,Referral,Contacted,2024-01-14,336
1087,Lead_1087,Cold Call,Qualified,2024-05-12,465
1088,Lead_1088,Cold Call,Lost,2024-07-17,378
1089,Lead_1089,Website,Contacted,2024-06-24,372
1090,Lead_1090,LinkedIn,Lost,2024-12-09,184
1091,Lead_1091,Email Campaign,Qualified,2024-03-28,431
1092,Lead_1092,Email Campaign,Contacted,2024-05-30,50
1093,Lead_1093,Cold Call,Contacted,2024-05-12,372
1094,Lead_1094,Email Campaign,Contacted,2024-12-14,461
1095,Lead_1095,Referral,New,2024-04-23,182
1096,Lead_1096,LinkedIn,Qualified,2024-08-03,404
1097,Lead_1097,Referral,Qualified,2024-05-13,300
1098,Lead_1098,Referral,Lost,2024-03-01,241
1099,Lead_1099,Website,New,2024-08-29,456
1100,Lead_1100,LinkedIn,New,2024-12-14,196
1101,Lead_1101,Email Campaign,Qualified,2024-07-30,28
1102,Lead_1102,LinkedIn,Contacted,2024-04-12,176
1103,Lead_1103,Cold Call,Lost,2024-03-14,162
1104,Lead_1104,LinkedIn,New,2024-09-06,171
1105,Lead_1105,LinkedIn,Qualified,2024-11-20,30
1106,Lead_1106,Website,Lost,2024-05-20,108
1107,Lead_1107,LinkedIn,Contacted,2024-09-07,403
1108,Lead_1108,Website,Contacted,2024-11-10,223
1109,Lead_1109,Cold Call,Lost,2024-08-07,495
1110,Lead_1110,Cold Call,Lost,2024-01-03,20
1111,Lead_1111,Email Campaign,Contacted,2024-07-10,487
1112,Lead_1112,Website,Qualified,2024-09-28,98
1113,Lead_1113,Website,New,2024-11-16,376
1114,Lead_1114,LinkedIn,Contacted,2024-12-21,450
1115,Lead_1115,Referral,Qualified,2024-03-07,53
1116,Lead_1116,Cold Call,Qualified,2024-03-26,34
1117,Lead_1117,Website,Qualified,2024-05-28,234
1118,Lead_1118,Email Campaign,Qualified,2024-08-10,455
1119,Lead_1119,LinkedIn,Qualified,2024-09-07,184
1120,Lead_1120,LinkedIn,Contacted,2024-07-25,10
1121,Lead_1121,LinkedIn,Contacted,2024-03-08,109
1122,Lead_1122,Website,Contacted,2024-03-04,188
1123,Lead_1123,Website,Lost,2024-11-23,131
1124,Lead_1124,Email Campaign,New,2024-10-31,25
1125,Lead_1125,Website,New,2024-01-25,354
1126,Lead_1126,Website,Lost,2024-08-15,195
1127,Lead_1127,Website,Qualified,2024-08-30,360
1128,Lead_1128,LinkedIn,Contacted,2024-12-21,352
1129,Lead_1129,Website,Qualified,2024-08-03,339
1130,Lead_1130,Website,Qualified,2024-11-14,311
1131,Lead_1131,LinkedIn,Lost,2024-02-23,262
1132,Lead_1132,Email Campaign,New,2024-05-24,59
1133,Lead_1133,Website,Lost,2024-04-11,312
1134,Lead_1134,LinkedIn,Qualified,2024-09-24,499
1135,Lead_1135,LinkedIn,Qualified,2024-12-26,210
1136,Lead_1136,Referral,Contacted,2024-01-21,281
1137,Lead_1137,Cold Call,Contacted,2024-12-18,478
1138,Lead_1138,Cold Call,Qualified,2024-04-30,2
1139,Lead_1139,Website,New,2024-02-26,428
1140,Lead_1140,Email Campaign,Lost,2024-03-17,487
1141,Lead_1141,Website,New,2024-02-21,464
1142,Lead_1142,Referral,Contacted,2024-08-21,152
1143,Lead_1143,Referral,Lost,2024-01-26,52
1144,Lead_1144,LinkedIn,New,2024-05-28,185
1145,Lead_1145,Referral,Lost,2024-02-29,49
1146,Lead_1146,Website,New,2024-03-11,340
1147,Lead_1147,LinkedIn,Qualified,2024-07-02,458
1148,Lead_1148,Cold Call,Qualified,2024-02-17,191
1149,Lead_1149,Referral,Contacted,2024-02-28,206
1150,Lead_1150,Cold Call,Lost,2024-05-19,428
1151,Lead_1151,Cold Call,Lost,2024-08-03,333
1152,Lead_1152,LinkedIn,New,2024-03-08,357
1153,Lead_1153,Website,Contacted,2024-02-23,214
1154,Lead_1154,Email Campaign,Lost,2024-10-18,348
1155,Lead_1155,Cold Call,Contacted,2024-11-08,195
1156,Lead_1156,Referral,New,2024-12-16,451
1157,Lead_1157,LinkedIn,Lost,2024-09-06,58
1158,Lead_1158,Cold Call,Lost,2024-01-24,33
1159,Lead_1159,Referral,Qualified,2024-01-07,361
1160,Lead_1160,Email Campaign,Contacted,2024-12-08,448
1161,Lead_1161,Referral,New,2024-08-09,339
1162,Lead_1162,LinkedIn,Lost,2024-06-26,340
1163,Lead_1163,Cold Call,Contacted,2024-10-12,457
1164,Lead_1164,Email Campaign,New,2024-01-06,330
1165,Lead_1165,LinkedIn,Lost,2024-09-10,446
1166,Lead_1166,LinkedIn,New,2024-09-08,165
1167,Lead_1167,LinkedIn,Qualified,2024-05-22,26
1168,Lead_1168,Email Campaign,Contacted,2024-10-08,330
1169,Lead_1169,Cold Call,Lost,2024-04-30,41
1170,Lead_1170,Cold Call,Lost,2024-10-20,230
1171,Lead_1171,Website,Lost,2024-08-16,162
1172,Lead_1172,Website,Lost,2024-11-30,10
1173,Lead_1173,Website,Lost,2024-07-30,19
1174,Lead_1174,Email Campaign,New,2024-02-16,406
1175,Lead_1175,Email Campaign,Qualified,2024-09-17,288
1176,Lead_1176,LinkedIn,Lost,2024-06-23,187
1177,Lead_1177,Website,Contacted,2024-08-20,170
1178,Lead_1178,Email Campaign,Lost,2024-12-02,187
1179,Lead_1179,Cold Call,New,2024-02-19,389
1180,Lead_1180,LinkedIn,New,2024-06-23,182
1181,Lead_1181,Referral,Qualified,2024-12-25,55
1182,Lead_1182,Website,Contacted,2024-09-09,72
1183,Lead_1183,Cold Call,New,2024-05-10,313
1184,Lead_1184,LinkedIn,Contacted,2024-03-02,477
1185,Lead_1185,Cold Call,Contacted,2024-08-22,423
1186,Lead_1186,LinkedIn,Qualified,2024-02-25,388
1187,Lead_1187,Cold Call,New,2024-11-20,429
1188,Lead_1188,Email Campaign,New,2024-08-18,235
1189,Lead_1189,Email Campaign,Contacted,2024-09-12,3
1190,Lead_1190,Email Campaign,New,2024-10-10,479
1191,Lead_1191,Cold Call,Lost,2024-09-17,400
1192,Lead_1192,LinkedIn,Contacted,2024-03-06,54
1193,Lead_1193,Cold Call,Qualified,2024-09-15,452
1194,Lead_1194,Cold Call,Lost,2024-11-07,469
1195,Lead_1195,LinkedIn,Qualified,2024-07-22,494
1196,Lead_1196,Referral,Qualified,2024-08-19,413
1197,Lead_1197,LinkedIn,Contacted,2024-07-30,309
1198,Lead_1198,Email Campaign,Qualified,2024-12-25,281
1199,Lead_1199,Referral,Contacted,2024-04-12,108
1200,Lead_1200,Email Campaign,Qualified,2024-12-17,177
1201,Lead_1201,LinkedIn,Contacted,2024-09-14,278
1202,Lead_1202,Referral,New,2024-06-29,288
1203,Lead_1203,Cold Call,Lost,2024-12-11,383
1204,Lead_1204,Email Campaign,Qualified,2024-08-04,414
1205,Lead_1205,Website,New,2024-01-13,196
1206,Lead_1206,LinkedIn,New,2024-12-09,29
1207,Lead_1207,LinkedIn,Qualified,2024-03-23,147
1208,Lead_1208,Referral,Contacted,2024-02-01,354
1209,Lead_1209,Referral,Contacted,2024-10-04,17
1210,Lead_1210,Referral,Lost,2024-02-22,316
1211,Lead_1211,Email Campaign,Contacted,2024-11-27,288
1212,Lead_1212,Cold Call,Contacted,2024-09-18,402
1213,Lead_1213,Referral,New,2024-07-14,199
1214,Lead_1214,Cold Call,Qualified,2024-10-09,28
1215,Lead_1215,Website,Qualified,2024-04-13,318
1216,Lead_1216,Cold Call,Contacted,2024-11-20,361
1217,Lead_1217,Referral,Contacted,2024-04-09,151
1218,Lead_1218,Cold Call,Contacted,2024-12-15,39
1219,Lead_1219,LinkedIn,Contacted,2024-09-20,62
1220,Lead_1220,Cold Call,New,2024-08-07,143
1221,Lead_1221,Email Campaign,Qualified,2024-03-07,83
1222,Lead_1222,Email Campaign,Qualified,2024-01-03,170
1223,Lead_1223,Cold Call,Contacted,2024-01-21,79
1224,Lead_1224,Referral,New,2024-11-16,316
1225,Lead_1225,Referral,Lost,2024-10-20,282
1226,Lead_1226,Referral,New,2024-12-28,163
1227,Lead_1227,Email Campaign,Contacted,2024-04-04,267
1228,Lead_1228,Website,Contacted,2024-07-31,279
1229,Lead_1229,Email Campaign,Lost,2024-02-17,179
1230,Lead_1230,LinkedIn,Contacted,2024-12-05,170
1231,Lead_1231,Referral,Qualified,2024-05-30,112
1232,Lead_1232,Email Campaign,Lost,2024-10-14,422
1233,Lead_1233,Website,New,2024-12-08,178
1234,Lead_1234,Cold Call,Contacted,2024-11-24,315
1235,Lead_1235,Email Campaign,Contacted,2024-01-21,350
1236,Lead_1236,Referral,Lost,2024-02-28,198
1237,Lead_1237,Referral,Qualified,2024-01-13,467
1238,Lead_1238,Email Campaign,Qualified,2024-09-20,412
1239,Lead_1239,Email Campaign,Lost,2024-09-06,23
1240,Lead_1240,Referral,Contacted,2024-06-13,264
1241,Lead_1241,Website,New,2024-03-26,498
1242,Lead_1242,Email Campaign,New,2024-11-16,34
1243,Lead_1243,LinkedIn,Contacted,2024-12-16,218
1244,Lead_1244,Website,Contacted,2024-10-02,425
1245,Lead_1245,Cold Call,New,2024-12-17,79
1246,Lead_1246,Website,Lost,2024-06-18,20
1247,Lead_1247,Website,New,2024-01-28,92
1248,Lead_1248,Referral,New,2024-10-21,421
1249,Lead_1249,LinkedIn,Qualified,2024-07-27,199
1250,Lead_1250,Cold Call,Lost,2024-08-09,162
1251,Lead_1251,Website,Lost,2024-12-10,61
1252,Lead_1252,Email Campaign,New,2024-11-24,369
1253,Lead_1253,Email Campaign,New,2024-10-26,24
1254,Lead_1254,Website,Qualified,2024-09-14,55
1255,Lead_1255,Referral,Qualified,2024-11-06,45
1256,Lead_1256,Referral,Lost,2024-07-14,203
1257,Lead_1257,Website,Lost,2024-03-21,274
1258,Lead_1258,LinkedIn,Contacted,2024-07-19,408
1259,Lead_1259,Email Campaign,Qualified,2024-11-20,74
1260,Lead_1260,Referral,Qualified,2024-01-06,284
1261,Lead_1261,Email Campaign,Contacted,2024-03-04,22
1262,Lead_1262,Website,Lost,2024-10-02,281
1263,Lead_1263,Website,Qualified,2024-04-17,384
1264,Lead_1264,Referral,Contacted,2024-07-30,464
1265,Lead_1265,Email Campaign,Contacted,2024-03-23,95
1266,Lead_1266,LinkedIn,Qualified,2024-04-09,59
1267,Lead_1267,LinkedIn,New,2024-10-08,237
1268,Lead_1268,Email Campaign,New,2024-05-28,344
1269,Lead_1269,Website,Qualified,2024-02-20,102
1270,Lead_1270,Email Campaign,Lost,2024-06-18,183
1271,Lead_1271,LinkedIn,Contacted,2024-02-21,146
1272,Lead_1272,Email Campaign,New,2024-04-09,163
1273,Lead_1273,Cold Call,Lost,2024-06-17,316
1274,Lead_1274,Referral,Contacted,2024-10-16,291
1275,Lead_1275,Referral,Qualified,2024-08-07,87
1276,Lead_1276,Website,Qualified,2024-05-06,403
1277,Lead_1277,LinkedIn,Lost,2024-05-21,431
1278,Lead_1278,Referral,Contacted,2024-12-13,376
1279,Lead_1279,Referral,Lost,2024-08-24,229
1280,Lead_1280,Referral,Qualified,2024-09-06,283
1281,Lead_1281,Website,Contacted,2024-11-26,311
1282,Lead_1282,Website,Qualified,2024-03-12,457
1283,Lead_1283,Email Campaign,Contacted,2024-05-14,376
1284,Lead_1284,Website,New,2024-01-10,435
1285,Lead_1285,Email Campaign,New,2024-10-24,297
1286,Lead_1286,Cold Call,Contacted,2024-01-19,283
1287,Lead_1287,Referral,Lost,2024-11-30,397
1288,Lead_1288,LinkedIn,Qualified,2024-07-19,115
1289,Lead_1289,Email Campaign,Qualified,2024-03-09,238
1290,Lead_1290,Email Campaign,New,2024-07-22,187
1291,Lead_1291,Email Campaign,New,2024-12-05,123
1292,Lead_1292,Email Campaign,Contacted,2024-09-20,72
1293,Lead_1293,Cold Call,Contacted,2024-04-01,290
1294,Lead_1294,Email Campaign,Contacted,2024-09-04,481
1295,Lead_1295,Referral,New,2024-04-22,390
1296,Lead_1296,Cold Call,Contacted,2024-02-02,136
1297,Lead_1297,Referral,Contacted,2024-01-22,343
1298,Lead_1298,LinkedIn,Qualified,2024-07-17,241
1299,Lead_1299,Cold Call,New,2024-01-21,333
1300,Lead_1300,Referral,New,2024-12-26,496
1301,Lead_1301,Email Campaign,Qualified,2024-05-14,297
1302,Lead_1302,Email Campaign,Contacted,2024-07-11,335
1303,Lead_1303,Cold Call,Qualified,2024-10-27,335
1304,Lead_1304,Website,Qualified,2024-07-11,499
1305,Lead_1305,LinkedIn,Lost,2024-06-29,419
1306,Lead_1306,Referral,Lost,2024-09-03,455
1307,Lead_1307,Email Campaign,New,2024-09-13,452
1308,Lead_1308,LinkedIn,Lost,2024-03-25,118
1309,Lead_1309,Website,Qualified,2024-04-18,77
1310,Lead_1310,LinkedIn,Contacted,2024-07-04,309
1311,Lead_1311,Website,Contacted,2024-07-31,416
1312,Lead_1312,Referral,New,2024-09-03,346
1313,Lead_1313,Cold Call,Lost,2024-04-17,303
1314,Lead_1314,LinkedIn,Lost,2024-01-12,125
1315,Lead_1315,Website,Contacted,2024-10-20,304
1316,Lead_1316,LinkedIn,Contacted,2024-11-18,263
1317,Lead_1317,Website,Contacted,2024-01-29,86
1318,Lead_1318,Referral,Contacted,2024-09-21,491
1319,Lead_1319,Cold Call,New,2024-12-04,421
1320,Lead_1320,Referral,New,2024-04-20,230
1321,Lead_1321,Email Campaign,Lost,2024-09-03,88
1322,Lead_1322,LinkedIn,Lost,2024-11-03,74
1323,Lead_1323,Email Campaign,Contacted,2024-11-15,338
1324,Lead_1324,Email Campaign,Qualified,2024-03-26,371
1325,Lead_1325,Referral,Lost,2024-11-01,303
1326,Lead_1326,Website,Contacted,2024-07-12,198
1327,Lead_1327,LinkedIn,New,2024-01-09,104
1328,Lead_1328,Email Campaign,Lost,2024-03-17,311
1329,Lead_1329,Website,Contacted,2024-08-31,462
1330,Lead_1330,Email Campaign,New,2024-09-29,258
1331,Lead_1331,Website,New,2024-09-03,338
1332,Lead_1332,LinkedIn,New,2024-12-13,333
1333,Lead_1333,Cold Call,Lost,2024-07-08,448
1334,Lead_1334,Website,Lost,2024-04-27,481
1335,Lead_1335,Cold Call,Lost,2024-06-28,302
1336,Lead_1336,Email Campaign,New,2024-08-05,69
1337,Lead_1337,Referral,Lost,2024-04-29,466
1338,Lead_1338,Website,Qualified,2024-11-02,449
1339,Lead_1339,Email Campaign,Lost,2024-05-11,97
1340,Lead_1340,Website,New,2024-10-22,268
1341,Lead_1341,Website,New,2024-07-11,336
1342,Lead_1342,LinkedIn,Qualified,2024-07-28,186
1343,Lead_1343,Website,Contacted,2024-08-06,334
1344,Lead_1344,Email Campaign,Qualified,2024-05-13,438
1345,Lead_1345,Email Campaign,Lost,2024-10-16,188
1346,Lead_1346,Email Campaign,Qualified,2024-12-14,204
1347,Lead_1347,LinkedIn,Lost,2024-10-09,402
1348,Lead_1348,Email Campaign,Lost,2024-04-01,190
1349,Lead_1349,Email Campaign,Lost,2024-05-09,158
1350,Lead_1350,Email Campaign,Qualified,2024-12-27,204
1351,Lead_1351,LinkedIn,New,2024-04-27,229
1352,Lead_1352,LinkedIn,New,2024-04-19,261
1353,Lead_1353,Cold Call,Qualified,2024-10-08,315
1354,Lead_1354,Website,Contacted,2024-07-18,494
1355,Lead_1355,Website,New,2024-03-15,242
1356,Lead_1356,Email Campaign,Lost,2024-02-15,33
1357,Lead_1357,Referral,Contacted,2024-07-08,41
1358,Lead_1358,Email Campaign,New,2024-07-15,477
1359,Lead_1359,Cold Call,Qualified,2024-12-30,494
1360,Lead_1360,Email Campaign,New,2024-03-30,328
1361,Lead_1361,Cold Call,Lost,2024-01-06,104
1362,Lead_1362,Email Campaign,Qualified,2024-04-09,18
1363,Lead_1363,Email Campaign,Contacted,2024-11-10,87
1364,Lead_1364,Website,Qualified,2024-05-02,336
1365,Lead_1365,Website,Contacted,2024-02-14,142
1366,Lead_1366,Cold Call,Qualified,2024-12-08,203
1367,Lead_1367,Cold Call,Contacted,2024-09-22,8
1368,Lead_1368,Website,New,2024-10-08,146
1369,Lead_1369,Email Campaign,Qualified,2024-06-26,494
1370,Lead_1370,Referral,Contacted,2024-11-06,494
1371,Lead_1371,LinkedIn,Lost,2024-07-25,295
1372,Lead_1372,Website,Qualified,2024-03-30,209
1373,Lead_1373,Email Campaign,New,2024-10-13,38
1374,Lead_1374,Email Campaign,Qualified,2024-06-23,485
1375,Lead_1375,Website,Qualified,2024-10-02,417
1376,Lead_1376,Email Campaign,Qualified,2024-12-21,227
1377,Lead_1377,Cold Call,Lost,2024-05-04,388
1378,Lead_1378,Referral,Lost,2024-12-14,236
1379,Lead_1379,Email Campaign,New,2024-09-03,60
1380,Lead_1380,Referral,New,2024-07-14,325
1381,Lead_1381,LinkedIn,Contacted,2024-06-10,212
1382,Lead_1382,Referral,New,2024-12-24,427
1383,Lead_1383,Referral,Contacted,2024-05-27,48
1384,Lead_1384,Cold Call,Qualified,2024-02-08,284
1385,Lead_1385,LinkedIn,Lost,2024-06-09,182
1386,Lead_1386,LinkedIn,Qualified,2024-04-03,485
1387,Lead_1387,LinkedIn,Lost,2024-04-12,121
1388,Lead_1388,LinkedIn,Qualified,2024-04-15,118
1389,Lead_1389,LinkedIn,Contacted,2024-11-12,183
1390,Lead_1390,LinkedIn,New,2024-03-02,472
1391,Lead_1391,Website,Lost,2024-11-10,4
1392,Lead_1392,Email Campaign,New,2024-09-03,191
1393,Lead_1393,Email Campaign,Qualified,2024-09-09,460
1394,Lead_1394,Email Campaign,Qualified,2024-09-08,94
1395,Lead_1395,Email Campaign,Qualified,2024-07-22,114
1396,Lead_1396,Email Campaign,Contacted,2024-01-28,270
1397,Lead_1397,Cold Call,Lost,2024-10-03,17
1398,Lead_1398,Email Campaign,Qualified,2024-07-20,441
1399,Lead_1399,LinkedIn,Lost,2024-03-02,358
1400,Lead_1400,Email Campaign,Lost,2024-06-10,353
1401,Lead_1401,Website,New,2024-12-11,108
1402,Lead_1402,Cold Call,New,2024-06-15,186
1403,Lead_1403,Email Campaign,Qualified,2024-04-05,281
1404,Lead_1404,Referral,Contacted,2024-05-17,242
1405,Lead_1405,Email Campaign,Qualified,2024-07-06,95
1406,Lead_1406,Cold Call,Lost,2024-04-17,215
1407,Lead_1407,Referral,Qualified,2024-07-24,144
1408,Lead_1408,Cold Call,Contacted,2024-10-19,68
1409,Lead_1409,Email Campaign,Contacted,2024-02-21,370
1410,Lead_1410,Referral,Contacted,2024-10-11,222
1411,Lead_1411,Cold Call,Contacted,2024-03-15,410
1412,Lead_1412,LinkedIn,Lost,2024-01-05,91
1413,Lead_1413,Cold Call,Lost,2024-03-09,458
1414,Lead_1414,Email Campaign,Qualified,2024-09-06,154
1415,Lead_1415,Referral,New,2024-07-22,51
1416,Lead_1416,LinkedIn,New,2024-04-20,417
1417,Lead_1417,Referral,Lost,2024-11-18,50
1418,Lead_1418,Cold Call,Qualified,2024-05-13,185
1419,Lead_1419,Referral,Qualified,2024-06-25,11
1420,Lead_1420,Cold Call,New,2024-06-28,445
1421,Lead_1421,Email Campaign,Contacted,2024-10-22,295
1422,Lead_1422,Email Campaign,Contacted,2024-05-25,182
1423,Lead_1423,Referral,Lost,2024-08-16,456
1424,Lead_1424,Website,Lost,2024-11-10,147
1425,Lead_1425,Cold Call,Contacted,2024-03-26,328
1426,Lead_1426,Referral,Lost,2024-11-19,314
1427,Lead_1427,Email Campaign,Lost,2024-02-06,41
1428,Lead_1428,LinkedIn,Qualified,2024-04-26,161
1429,Lead_1429,Referral,Qualified,2024-12-29,137
1430,Lead_1430,Email Campaign,Lost,2024-05-18,455
1431,Lead_1431,Cold Call,Qualified,2024-10-27,267
1432,Lead_1432,Cold Call,Lost,2024-03-26,95
1433,Lead_1433,Website,Contacted,2024-04-30,339
1434,Lead_1434,Referral,New,2024-04-17,86
1435,Lead_1435,Cold Call,New,2024-02-18,33
1436,Lead_1436,Cold Call,New,2024-01-14,395
1437,Lead_1437,Cold Call,New,2024-02-23,135
1438,Lead_1438,Email Campaign,Contacted,2024-02-13,336
1439,Lead_1439,Cold Call,Qualified,2024-04-27,127
1440,Lead_1440,Referral,Lost,2024-11-16,65
1441,Lead_1441,LinkedIn,Contacted,2024-01-15,18
1442,Lead_1442,Referral,Qualified,2024-08-31,240
1443,Lead_1443,Email Campaign,Qualified,2024-10-07,228
1444,Lead_1444,LinkedIn,Contacted,2024-10-29,306
1445,Lead_1445,Cold Call,Lost,2024-09-25,328
1446,Lead_1446,Email Campaign,Qualified,2024-06-26,247
1447,Lead_1447,Email Campaign,Contacted,2024-02-15,227
1448,Lead_1448,Referral,Qualified,2024-07-30,134
1449,Lead_1449,LinkedIn,Qualified,2024-01-06,1
1450,Lead_1450,Email Campaign,Contacted,2024-06-25,147
1451,Lead_1451,Cold Call,New,2024-12-18,473
1452,Lead_1452,Cold Call,Lost,2024-06-02,5
1453,Lead_1453,Cold Call,Qualified,2024-11-01,119
1454,Lead_1454,Website,Qualified,2024-04-06,211
1455,Lead_1455,Email Campaign,Lost,2024-07-21,128
1456,Lead_1456,LinkedIn,Lost,2024-07-12,113
1457,Lead_1457,Referral,New,2024-08-04,321
1458,Lead_1458,LinkedIn,Qualified,2024-05-25,333
1459,Lead_1459,Email Campaign,Qualified,2024-07-30,97
1460,Lead_1460,Website,Contacted,2024-03-10,149
1461,Lead_1461,Website,Lost,2024-11-12,232
1462,Lead_1462,Referral,Lost,2024-04-06,165
1463,Lead_1463,Website,Contacted,2024-01-26,497
1464,Lead_1464,Email Campaign,New,2024-04-05,498
1465,Lead_1465,Website,Qualified,2024-05-17,65
1466,Lead_1466,Cold Call,New,2024-04-29,47
1467,Lead_1467,LinkedIn,New,2024-09-09,112
1468,Lead_1468,Referral,Lost,2024-06-08,403
1469,Lead_1469,Cold Call,Qualified,2024-08-25,357
1470,Lead_1470,Website,Qualified,2024-02-11,432
1471,Lead_1471,LinkedIn,New,2024-05-16,398
1472,Lead_1472,Cold Call,New,2024-10-05,241
1473,Lead_1473,LinkedIn,Contacted,2024-05-08,419
1474,Lead_1474,Cold Call,New,2024-03-03,499
1475,Lead_1475,LinkedIn,Lost,2024-08-14,127
1476,Lead_1476,Website,Contacted,2024-08-23,377
1477,Lead_1477,Website,Contacted,2024-08-30,200
1478,Lead_1478,Referral,Qualified,2024-03-22,323
1479,Lead_1479,Website,New,2024-05-09,247
1480,Lead_1480,Referral,Contacted,2024-07-03,455
1481,Lead_1481,Website,Contacted,2024-02-27,121
1482,Lead_1482,Cold Call,Qualified,2024-01-08,86
1483,Lead_1483,Referral,New,2024-07-21,405
1484,Lead_1484,LinkedIn,New,2024-01-22,298
1485,Lead_1485,Cold Call,Contacted,2024-07-09,395
1486,Lead_1486,Website,Contacted,2024-03-21,256
1487,Lead_1487,Website,Qualified,2024-11-16,31
1488,Lead_1488,Website,Qualified,2024-11-26,79
1489,Lead_1489,Email Campaign,New,2024-03-05,250
1490,Lead_1490,LinkedIn,Qualified,2024-10-12,404
1491,Lead_1491,Referral,Lost,2024-04-08,11
1492,Lead_1492,Cold Call,Qualified,2024-03-09,129
1493,Lead_1493,Website,Lost,2024-12-27,225
1494,Lead_1494,Email Campaign,Qualified,2024-10-04,357
1495,Lead_1495,Cold Call,Contacted,2024-10-17,96
1496,Lead_1496,Email Campaign,Qualified,2024-06-14,375
1497,Lead_1497,Cold Call,Qualified,2024-11-02,469
1498,Lead_1498,Email Campaign,Contacted,2024-02-05,272
1499,Lead_1499,LinkedIn,Lost,2024-05-31,420
1500,Lead_1500,Referral,Qualified,2024-08-20,1
1501,Lead_1501,Email Campaign,Lost,2024-04-04,453
1502,Lead_1502,Website,Qualified,2024-11-13,123
1503,Lead_1503,Referral,New,2024-12-03,496
1504,Lead_1504,Email Campaign,Lost,2024-04-07,269
1505,Lead_1505,Cold Call,Contacted,2024-11-09,145
1506,Lead_1506,Referral,Lost,2024-11-24,165
1507,Lead_1507,Website,New,2024-09-24,338
1508,Lead_1508,Website,New,2024-03-07,92
1509,Lead_1509,Website,Contacted,2024-02-24,249
1510,Lead_1510,LinkedIn,New,2024-01-17,293
1511,Lead_1511,Cold Call,Lost,2024-09-26,320
1512,Lead_1512,Email Campaign,Qualified,2024-01-26,188
1513,Lead_1513,LinkedIn,New,2024-01-07,477
1514,Lead_1514,LinkedIn,Lost,2024-02-10,240
1515,Lead_1515,Website,Qualified,2024-10-12,381
1516,Lead_1516,Cold Call,Qualified,2024-12-28,30
1517,Lead_1517,Email Campaign,Qualified,2024-09-27,21
1518,Lead_1518,Website,Qualified,2024-02-09,484
1519,Lead_1519,LinkedIn,New,2024-02-21,372
1520,Lead_1520,LinkedIn,Lost,2024-04-07,99
1521,Lead_1521,Email Campaign,Contacted,2024-10-18,321
1522,Lead_1522,LinkedIn,Lost,2024-02-24,393
1523,Lead_1523,Email Campaign,Qualified,2024-12-11,235
1524,Lead_1524,Cold Call,New,2024-03-26,406
1525,Lead_1525,LinkedIn,Lost,2024-09-15,173
1526,Lead_1526,LinkedIn,Lost,2024-06-29,463
1527,Lead_1527,Referral,Qualified,2024-07-09,212
1528,Lead_1528,Cold Call,Qualified,2024-11-07,124
1529,Lead_1529,Email Campaign,Contacted,2024-07-11,393
