activity_id,activity_type,activity_date,lead_id,notes
3664,Demo,2024-10-13,472,Client discussion
3665,Demo,2024-12-27,1212,Follow-up call
3666,Meeting,2024-02-03,2262,Email sent
3667,Meeting,2024-01-15,4897,Proposal review
3668,Demo,2024-12-26,1093,Proposal review
3669,Email,2024-12-04,3704,Client discussion
3670,Meeting,2024-06-18,1906,Email sent
3671,Demo,2024-03-14,4421,Email sent
3672,Meeting,2024-01-04,4994,Follow-up call
3673,Meeting,2024-10-27,981,Follow-up call
3674,Call,2024-09-28,3390,Product demo scheduled
3675,Email,2024-05-07,4928,Product demo scheduled
3676,Email,2024-01-16,4055,Follow-up call
3677,Meeting,2024-02-15,772,Proposal review
3678,Demo,2024-07-27,3124,Proposal review
3679,Email,2024-06-24,1500,Follow-up call
3680,Meeting,2024-06-30,1454,Proposal review
3681,Meeting,2024-09-12,744,Product demo scheduled
3682,Meeting,2024-07-24,1644,Product demo scheduled
3683,Meeting,2024-11-27,669,Client discussion
3684,Demo,2024-02-18,4292,Client discussion
3685,Call,2024-11-06,499,Email sent
3686,Call,2024-12-15,3057,Follow-up call
3687,Email,2024-01-01,4335,Follow-up call
3688,Call,2024-06-16,3152,Client discussion
3689,Call,2024-10-17,4616,Client discussion
3690,Call,2024-03-29,1545,Email sent
3691,Demo,2024-04-03,4385,Product demo scheduled
3692,Meeting,2024-02-19,1268,Email sent
3693,Meeting,2024-10-20,1450,Proposal review
3694,Email,2024-09-16,1220,Proposal review
3695,Call,2024-11-14,318,Email sent
3696,Call,2024-06-08,2388,Follow-up call
3697,Meeting,2024-12-15,1478,Email sent
3698,Email,2024-02-21,4077,Product demo scheduled
3699,Email,2024-11-09,2764,Proposal review
3700,Demo,2024-08-17,954,Email sent
3701,Call,2024-06-22,2018,Client discussion
3702,Email,2024-05-02,4021,Product demo scheduled
3703,Demo,2024-01-22,2936,Follow-up call
3704,Demo,2024-12-03,4843,Follow-up call
3705,Call,2024-12-05,2626,Email sent
3706,Demo,2024-10-06,1647,Client discussion
3707,Meeting,2024-03-10,3670,Product demo scheduled
3708,Meeting,2024-11-16,3493,Proposal review
3709,Demo,2024-07-12,675,Proposal review
3710,Call,2024-09-08,855,Client discussion
3711,Demo,2024-11-08,3186,Client discussion
3712,Demo,2024-05-27,452,Email sent
3713,Call,2024-04-06,731,Client discussion
3714,Email,2024-11-24,2570,Follow-up call
3715,Call,2024-01-25,2482,Proposal review
3716,Email,2024-06-29,4406,Follow-up call
3717,Demo,2024-09-17,4293,Product demo scheduled
3718,Meeting,2024-12-14,367,Product demo scheduled
3719,Call,2024-08-22,1522,Product demo scheduled
3720,Meeting,2024-02-07,1668,Proposal review
3721,Email,2024-10-19,128,Follow-up call
3722,Demo,2024-04-15,953,Client discussion
3723,Call,2024-05-03,2710,Product demo scheduled
3724,Demo,2024-04-26,3046,Proposal review
3725,Call,2024-03-20,1161,Email sent
3726,Email,2024-11-14,2116,Proposal review
3727,Meeting,2024-04-14,2234,Proposal review
3728,Call,2024-07-31,3389,Proposal review
3729,Meeting,2024-04-07,4000,Client discussion
3730,Call,2024-11-16,3240,Follow-up call
3731,Demo,2024-03-06,1827,Follow-up call
3732,Call,2024-02-29,1302,Proposal review
3733,Call,2024-04-03,4399,Client discussion
3734,Email,2024-05-11,3263,Client discussion
3735,Meeting,2024-05-25,4671,Client discussion
3736,Call,2024-03-02,3236,Product demo scheduled
3737,Call,2024-10-11,4080,Product demo scheduled
3738,Email,2024-09-22,293,Proposal review
3739,Demo,2024-02-25,913,Product demo scheduled
3740,Call,2024-07-17,1512,Follow-up call
3741,Call,2024-05-03,3572,Email sent
3742,Meeting,2024-08-12,1170,Proposal review
3743,Call,2024-12-05,4126,Product demo scheduled
3744,Email,2024-06-11,359,Email sent
3745,Call,2024-03-19,2797,Client discussion
3746,Email,2024-06-28,3785,Product demo scheduled
3747,Call,2024-07-19,3114,Product demo scheduled
3748,Meeting,2024-09-15,522,Product demo scheduled
3749,Email,2024-11-17,1593,Client discussion
3750,Demo,2024-01-13,3609,Follow-up call
3751,Email,2024-11-04,4330,Client discussion
3752,Email,2024-03-14,4483,Client discussion
3753,Call,2024-02-27,534,Proposal review
3754,Call,2024-11-12,1392,Client discussion
3755,Meeting,2024-01-20,1176,Follow-up call
3756,Email,2024-01-04,3123,Follow-up call
3757,Call,2024-07-17,4645,Follow-up call
3758,Email,2024-11-17,289,Email sent
3759,Call,2024-01-11,3903,Email sent
3760,Demo,2024-05-24,3169,Proposal review
3761,Email,2024-12-15,4019,Email sent
3762,Meeting,2024-06-25,3728,Proposal review
3763,Email,2024-08-20,4395,Client discussion
3764,Email,2024-03-14,2350,Product demo scheduled
3765,Demo,2024-05-11,1314,Client discussion
3766,Call,2024-08-09,2457,Product demo scheduled
3767,Call,2024-08-23,3362,Email sent
3768,Email,2024-07-24,1025,Client discussion
3769,Email,2024-07-26,3450,Proposal review
3770,Demo,2024-08-19,3637,Proposal review
3771,Demo,2024-07-05,2768,Client discussion
3772,Demo,2024-03-09,4342,Product demo scheduled
3773,Email,2024-04-21,1565,Email sent
3774,Email,2024-12-03,2978,Proposal review
3775,Demo,2024-07-10,2515,Product demo scheduled
3776,Demo,2024-03-13,3853,Follow-up call
3777,Demo,2024-06-02,3377,Follow-up call
3778,Email,2024-04-21,2767,Email sent
3779,Email,2024-12-03,3149,Email sent
3780,Demo,2024-04-02,3629,Follow-up call
3781,Email,2024-07-16,4649,Product demo scheduled
3782,Meeting,2024-12-14,4616,Product demo scheduled
3783,Demo,2024-10-21,1621,Product demo scheduled
3784,Demo,2024-06-11,3839,Product demo scheduled
3785,Email,2024-09-06,2591,Email sent
3786,Call,2024-12-12,796,Follow-up call
3787,Call,2024-01-11,72,Follow-up call
3788,Meeting,2024-02-16,2567,Client discussion
3789,Email,2024-03-18,1745,Client discussion
3790,Call,2024-07-04,2585,Email sent
3791,Demo,2024-08-31,2774,Product demo scheduled
3792,Meeting,2024-06-04,832,Email sent
3793,Email,2024-03-18,1338,Proposal review
3794,Call,2024-09-29,3357,Product demo scheduled
3795,Demo,2024-12-24,2304,Product demo scheduled
3796,Call,2024-12-05,1202,Proposal review
3797,Call,2024-01-21,1111,Proposal review
3798,Demo,2024-07-13,3907,Product demo scheduled
3799,Call,2024-10-27,2969,Proposal review
3800,Email,2024-08-17,163,Proposal review
3801,Meeting,2024-06-22,697,Client discussion
3802,Call,2024-03-31,1106,Email sent
3803,Meeting,2024-12-12,3225,Product demo scheduled
3804,Call,2024-12-08,1615,Client discussion
3805,Meeting,2024-12-30,681,Client discussion
3806,Demo,2024-01-09,4836,Proposal review
3807,Email,2024-07-05,2071,Product demo scheduled
3808,Meeting,2024-09-23,193,Proposal review
3809,Meeting,2024-03-26,427,Product demo scheduled
3810,Meeting,2024-05-14,3678,Proposal review
3811,Meeting,2024-01-21,2236,Proposal review
3812,Call,2024-06-19,4517,Follow-up call
3813,Email,2024-11-15,88,Email sent
3814,Call,2024-06-03,3119,Product demo scheduled
3815,Demo,2024-07-13,3182,Follow-up call
3816,Meeting,2024-12-22,3074,Client discussion
3817,Meeting,2024-09-19,3478,Proposal review
3818,Meeting,2024-03-08,2837,Client discussion
3819,Email,2024-09-07,2308,Client discussion
3820,Call,2024-08-18,695,Client discussion
3821,Call,2024-01-12,1053,Follow-up call
3822,Email,2024-02-08,1451,Client discussion
3823,Call,2024-03-19,4686,Product demo scheduled
3824,Call,2024-02-08,80,Follow-up call
3825,Meeting,2024-11-12,577,Product demo scheduled
3826,Demo,2024-11-19,2711,Follow-up call
3827,Call,2024-01-29,1137,Product demo scheduled
3828,Call,2024-04-05,752,Follow-up call
3829,Call,2024-08-09,1910,Product demo scheduled
3830,Call,2024-02-10,3170,Client discussion
3831,Email,2024-08-31,1617,Proposal review
3832,Email,2024-08-28,2360,Email sent
3833,Call,2024-08-14,1515,Email sent
3834,Call,2024-02-10,1441,Product demo scheduled
3835,Meeting,2024-03-14,4441,Email sent
3836,Email,2024-12-24,1016,Follow-up call
3837,Email,2024-04-05,2633,Product demo scheduled
3838,Email,2024-07-21,4853,Client discussion
3839,Demo,2024-09-16,2339,Product demo scheduled
3840,Demo,2024-05-08,2825,Product demo scheduled
3841,Call,2024-12-01,2062,Client discussion
3842,Email,2024-02-03,505,Follow-up call
3843,Demo,2024-06-25,495,Email sent
3844,Demo,2024-02-10,3654,Follow-up call
3845,Call,2024-06-12,4819,Client discussion
3846,Call,2024-10-18,2150,Client discussion
3847,Demo,2024-07-02,3936,Client discussion
3848,Demo,2024-06-02,4007,Client discussion
3849,Email,2024-04-26,4811,Product demo scheduled
3850,Call,2024-12-19,2891,Proposal review
3851,Demo,2024-08-24,2658,Proposal review
3852,Demo,2024-08-25,3705,Product demo scheduled
3853,Email,2024-07-16,3438,Follow-up call
3854,Email,2024-06-11,3125,Product demo scheduled
3855,Demo,2024-07-06,115,Proposal review
3856,Email,2024-03-18,4858,Product demo scheduled
3857,Email,2024-02-18,135,Proposal review
3858,Demo,2024-03-17,2220,Client discussion
3859,Email,2024-01-12,4075,Proposal review
3860,Email,2024-06-04,4501,Client discussion
3861,Email,2024-04-07,3986,Email sent
3862,Demo,2024-08-09,3565,Product demo scheduled
3863,Demo,2024-12-06,490,Client discussion
3864,Call,2024-02-04,2649,Proposal review
3865,Meeting,2024-03-13,1927,Email sent
3866,Demo,2024-04-20,3411,Proposal review
3867,Call,2024-06-06,1300,Client discussion
3868,Meeting,2024-12-16,3515,Email sent
3869,Call,2024-11-02,1061,Email sent
3870,Meeting,2024-06-23,3059,Product demo scheduled
3871,Meeting,2024-10-16,3880,Follow-up call
3872,Call,2024-08-16,3032,Proposal review
3873,Email,2024-04-17,2673,Product demo scheduled
3874,Meeting,2024-11-20,3901,Client discussion
3875,Meeting,2024-10-22,2713,Product demo scheduled
3876,Email,2024-06-13,4689,Product demo scheduled
3877,Email,2024-05-07,4003,Email sent
3878,Demo,2024-01-10,2568,Email sent
3879,Call,2024-07-15,1216,Email sent
3880,Meeting,2024-02-11,4336,Proposal review
3881,Demo,2024-11-04,2180,Follow-up call
3882,Demo,2024-07-18,1583,Client discussion
3883,Email,2024-07-05,484,Proposal review
3884,Email,2024-04-24,26,Client discussion
3885,Meeting,2024-11-13,3954,Email sent
3886,Email,2024-05-19,2622,Proposal review
3887,Meeting,2024-11-05,4394,Product demo scheduled
3888,Email,2024-11-01,4957,Follow-up call
3889,Meeting,2024-02-01,1597,Email sent
3890,Meeting,2024-05-07,3081,Proposal review
3891,Call,2024-06-01,2139,Product demo scheduled
3892,Email,2024-05-31,208,Follow-up call
3893,Demo,2024-02-10,3020,Proposal review
3894,Email,2024-08-16,3130,Email sent
3895,Email,2024-10-31,3639,Client discussion
3896,Call,2024-05-20,3736,Client discussion
3897,Email,2024-12-27,4969,Proposal review
3898,Meeting,2024-03-24,4805,Product demo scheduled
3899,Meeting,2024-01-09,1016,Follow-up call
3900,Meeting,2024-10-09,3909,Client discussion
3901,Email,2024-06-10,3073,Email sent
3902,Call,2024-11-17,3558,Client discussion
3903,Demo,2024-04-01,2676,Email sent
3904,Call,2024-11-25,2318,Client discussion
3905,Call,2024-09-18,458,Product demo scheduled
3906,Demo,2024-02-02,557,Product demo scheduled
3907,Email,2024-02-22,4283,Product demo scheduled
3908,Email,2024-02-17,2952,Client discussion
3909,Meeting,2024-02-11,3381,Client discussion
3910,Call,2024-09-09,3282,Email sent
3911,Call,2024-09-25,3411,Proposal review
3912,Email,2024-10-07,733,Product demo scheduled
3913,Demo,2024-03-22,945,Client discussion
3914,Email,2024-05-02,463,Email sent
3915,Call,2024-01-27,1848,Proposal review
3916,Call,2024-01-22,1795,Product demo scheduled
3917,Email,2024-03-11,4101,Client discussion
3918,Meeting,2024-07-17,3243,Follow-up call
3919,Meeting,2024-09-09,193,Proposal review
3920,Call,2024-01-21,1640,Email sent
3921,Call,2024-04-16,1881,Email sent
3922,Demo,2024-01-04,2863,Follow-up call
3923,Meeting,2024-09-17,1345,Proposal review
3924,Email,2024-03-18,4393,Follow-up call
3925,Meeting,2024-05-16,4557,Client discussion
3926,Demo,2024-03-22,1652,Email sent
3927,Meeting,2024-06-20,1604,Client discussion
3928,Meeting,2024-07-20,977,Client discussion
3929,Demo,2024-01-15,3650,Email sent
3930,Demo,2024-04-14,1515,Follow-up call
3931,Call,2024-07-17,875,Product demo scheduled
3932,Email,2024-10-18,2447,Product demo scheduled
3933,Meeting,2024-07-03,3800,Follow-up call
3934,Email,2024-10-17,2068,Product demo scheduled
3935,Call,2024-06-07,102,Product demo scheduled
3936,Email,2024-06-19,1691,Proposal review
3937,Demo,2024-06-16,3751,Proposal review
3938,Email,2024-09-08,3934,Email sent
3939,Meeting,2024-12-07,2036,Follow-up call
3940,Call,2024-01-01,256,Email sent
3941,Call,2024-01-06,2247,Follow-up call
3942,Meeting,2024-08-15,3125,Email sent
3943,Email,2024-02-19,439,Client discussion
3944,Email,2024-11-26,1563,Proposal review
3945,Meeting,2024-02-08,2294,Proposal review
3946,Call,2024-06-01,287,Follow-up call
3947,Meeting,2024-03-13,2153,Proposal review
3948,Email,2024-03-02,249,Proposal review
3949,Email,2024-01-08,923,Follow-up call
3950,Email,2024-08-21,4750,Email sent
3951,Meeting,2024-05-18,185,Email sent
3952,Demo,2024-02-02,1256,Product demo scheduled
3953,Call,2024-07-22,3092,Follow-up call
3954,Call,2024-09-11,3543,Proposal review
3955,Demo,2024-03-30,109,Email sent
3956,Call,2024-12-02,517,Client discussion
3957,Meeting,2024-09-02,1661,Client discussion
3958,Call,2024-12-09,2228,Product demo scheduled
3959,Email,2024-12-19,3670,Follow-up call
3960,Call,2024-10-15,3567,Email sent
3961,Demo,2024-04-28,388,Client discussion
3962,Meeting,2024-02-15,4900,Client discussion
3963,Demo,2024-08-29,4462,Product demo scheduled
3964,Meeting,2024-12-03,3042,Email sent
3965,Email,2024-06-13,2841,Proposal review
3966,Email,2024-10-24,3292,Client discussion
3967,Demo,2024-06-26,2396,Product demo scheduled
3968,Demo,2024-12-11,4443,Proposal review
3969,Meeting,2024-08-09,709,Email sent
3970,Meeting,2024-03-11,2727,Client discussion
3971,Demo,2024-08-18,4418,Product demo scheduled
3972,Call,2024-06-24,4149,Product demo scheduled
3973,Meeting,2024-10-03,1307,Email sent
3974,Email,2024-04-15,3247,Follow-up call
3975,Demo,2024-02-27,4108,Email sent
3976,Call,2024-09-23,851,Email sent
3977,Call,2024-05-10,4510,Product demo scheduled
3978,Email,2024-12-16,2744,Proposal review
3979,Call,2024-06-15,3059,Email sent
3980,Demo,2024-09-24,3218,Product demo scheduled
3981,Meeting,2024-07-27,872,Product demo scheduled
3982,Demo,2024-03-20,1543,Follow-up call
3983,Call,2024-09-10,1183,Follow-up call
3984,Meeting,2024-05-03,3327,Client discussion
3985,Email,2024-10-04,792,Product demo scheduled
3986,Call,2024-01-09,255,Client discussion
3987,Call,2024-04-16,1522,Follow-up call
3988,Call,2024-05-09,3708,Follow-up call
3989,Demo,2024-07-02,3302,Follow-up call
3990,Meeting,2024-06-24,3177,Client discussion
3991,Email,2024-06-04,3511,Email sent
3992,Demo,2024-11-21,4861,Follow-up call
3993,Demo,2024-01-17,4096,Client discussion
3994,Meeting,2024-01-16,2096,Proposal review
3995,Demo,2024-10-02,803,Proposal review
3996,Meeting,2024-12-16,4017,Follow-up call
3997,Demo,2024-01-20,3994,Follow-up call
3998,Demo,2024-05-09,4455,Follow-up call
3999,Call,2024-05-05,771,Proposal review
4000,Demo,2024-06-21,1978,Email sent
4001,Demo,2024-01-18,2645,Client discussion
4002,Demo,2024-04-20,3364,Follow-up call
4003,Call,2024-12-16,1052,Email sent
4004,Call,2024-09-16,3641,Follow-up call
4005,Email,2024-08-25,2251,Email sent
4006,Demo,2024-10-01,400,Client discussion
4007,Call,2024-12-23,4234,Proposal review
4008,Email,2024-08-19,2404,Product demo scheduled
4009,Call,2024-05-28,4925,Client discussion
4010,Demo,2024-02-26,1269,Follow-up call
4011,Email,2024-09-03,3984,Product demo scheduled
4012,Call,2024-07-17,1447,Proposal review
4013,Call,2024-06-03,1497,Product demo scheduled
4014,Meeting,2024-12-15,4781,Proposal review
4015,Email,2024-12-31,3643,Follow-up call
4016,Call,2024-03-25,1141,Product demo scheduled
4017,Call,2024-08-12,4065,Client discussion
4018,Demo,2024-01-11,4303,Client discussion
4019,Call,2024-08-02,3881,Follow-up call
4020,Meeting,2024-08-11,4566,Proposal review
4021,Call,2024-02-03,715,Client discussion
4022,Meeting,2024-08-31,3288,Email sent
4023,Email,2024-03-11,992,Follow-up call
4024,Email,2024-02-14,4673,Product demo scheduled
4025,Email,2024-08-16,4473,Client discussion
4026,Meeting,2024-09-01,548,Product demo scheduled
4027,Demo,2024-02-29,4585,Follow-up call
4028,Email,2024-04-13,1208,Client discussion
4029,Email,2024-12-25,3201,Follow-up call
4030,Meeting,2024-01-31,4180,Follow-up call
4031,Call,2024-09-25,2179,Email sent
4032,Call,2024-06-04,1123,Client discussion
4033,Email,2024-09-02,1750,Product demo scheduled
4034,Demo,2024-09-01,3922,Product demo scheduled
4035,Call,2024-03-29,3178,Email sent
4036,Call,2024-03-15,1041,Email sent
4037,Email,2024-02-04,3914,Email sent
4038,Call,2024-10-16,1350,Product demo scheduled
4039,Demo,2024-11-16,2964,Product demo scheduled
4040,Meeting,2024-07-27,489,Proposal review
4041,Call,2024-06-13,3233,Follow-up call
4042,Email,2024-12-09,3062,Proposal review
4043,Demo,2024-11-06,1841,Product demo scheduled
4044,Demo,2024-11-10,4175,Proposal review
4045,Email,2024-05-03,4907,Email sent
4046,Meeting,2024-09-11,615,Proposal review
4047,Call,2024-08-01,544,Email sent
4048,Call,2024-12-26,1193,Follow-up call
4049,Meeting,2024-05-22,3222,Client discussion
4050,Demo,2024-11-28,2798,Client discussion
4051,Meeting,2024-06-06,3850,Email sent
4052,Demo,2024-07-16,4830,Email sent
4053,Email,2024-08-28,2762,Follow-up call
4054,Demo,2024-06-24,4365,Email sent
4055,Call,2024-05-08,2198,Client discussion
4056,Meeting,2024-10-31,4207,Product demo scheduled
4057,Meeting,2024-06-14,1962,Email sent
4058,Email,2024-06-27,2510,Product demo scheduled
4059,Meeting,2024-09-22,3372,Client discussion
4060,Meeting,2024-11-02,3473,Product demo scheduled
4061,Email,2024-12-18,2417,Product demo scheduled
4062,Meeting,2024-12-30,4447,Email sent
4063,Meeting,2024-04-14,3791,Email sent
4064,Email,2024-03-01,2388,Product demo scheduled
4065,Email,2024-11-02,2764,Product demo scheduled
4066,Demo,2024-07-10,2013,Proposal review
4067,Demo,2024-05-18,4655,Proposal review
4068,Meeting,2024-03-15,2087,Email sent
4069,Call,2024-05-09,1020,Proposal review
4070,Demo,2024-01-02,546,Product demo scheduled
4071,Meeting,2024-09-10,3726,Email sent
4072,Meeting,2024-09-18,4649,Proposal review
4073,Email,2024-05-16,418,Proposal review
4074,Demo,2024-10-31,886,Proposal review
4075,Demo,2024-07-17,2566,Follow-up call
4076,Email,2024-04-02,1007,Client discussion
4077,Call,2024-01-22,576,Client discussion
4078,Call,2024-10-07,4385,Client discussion
4079,Email,2024-02-19,3468,Product demo scheduled
4080,Call,2024-12-04,4642,Follow-up call
4081,Call,2024-02-27,2766,Email sent
4082,Meeting,2024-05-25,3521,Product demo scheduled
4083,Email,2024-04-22,4946,Email sent
4084,Meeting,2024-10-09,2897,Product demo scheduled
4085,Email,2024-01-12,4536,Email sent
4086,Meeting,2024-04-22,1408,Proposal review
4087,Email,2024-10-04,143,Product demo scheduled
4088,Call,2024-10-19,2210,Proposal review
4089,Call,2024-02-18,2017,Proposal review
4090,Email,2024-05-03,3765,Email sent
4091,Email,2024-03-29,1806,Client discussion
4092,Call,2024-01-02,1957,Client discussion
4093,Demo,2024-10-23,4913,Proposal review
4094,Demo,2024-04-19,1903,Follow-up call
4095,Call,2024-07-28,3639,Proposal review
4096,Email,2024-07-15,3115,Follow-up call
4097,Meeting,2024-04-15,4027,Proposal review
4098,Meeting,2024-06-13,170,Proposal review
4099,Demo,2024-08-14,4969,Product demo scheduled
4100,Meeting,2024-03-14,634,Email sent
4101,Demo,2024-03-27,3310,Product demo scheduled
4102,Email,2024-06-09,2894,Proposal review
4103,Meeting,2024-05-07,2382,Product demo scheduled
4104,Demo,2024-11-03,3848,Follow-up call
4105,Email,2024-11-26,530,Proposal review
4106,Call,2024-07-18,4684,Client discussion
4107,Meeting,2024-07-14,168,Proposal review
4108,Demo,2024-08-16,3475,Follow-up call
4109,Demo,2024-05-10,2853,Product demo scheduled
4110,Meeting,2024-07-06,2129,Proposal review
4111,Email,2024-03-27,1796,Email sent
4112,Email,2024-01-19,3125,Client discussion
4113,Call,2024-04-27,738,Product demo scheduled
4114,Call,2024-11-11,4529,Follow-up call
4115,Meeting,2024-02-10,4303,Client discussion
4116,Demo,2024-03-17,2402,Product demo scheduled
4117,Demo,2024-05-22,1524,Product demo scheduled
4118,Demo,2024-06-08,1366,Email sent
4119,Call,2024-04-28,756,Email sent
4120,Call,2024-10-20,1442,Client discussion
4121,Demo,2024-08-04,1376,Product demo scheduled
4122,Call,2024-04-10,4937,Follow-up call
4123,Call,2024-02-21,2205,Product demo scheduled
4124,Call,2024-08-24,4534,Client discussion
4125,Email,2024-03-19,4372,Product demo scheduled
4126,Email,2024-01-05,2667,Product demo scheduled
4127,Meeting,2024-09-19,170,Email sent
4128,Call,2024-07-20,1106,Product demo scheduled
4129,Call,2024-08-28,1278,Product demo scheduled
4130,Email,2024-11-07,3009,Email sent
4131,Meeting,2024-08-24,2014,Proposal review
4132,Email,2024-12-29,901,Product demo scheduled
4133,Email,2024-11-23,4965,Follow-up call
4134,Call,2024-07-12,1114,Follow-up call
4135,Meeting,2024-08-23,4333,Proposal review
4136,Demo,2024-10-08,4436,Proposal review
4137,Demo,2024-11-27,4258,Client discussion
4138,Demo,2024-05-08,4289,Proposal review
4139,Email,2024-09-14,4094,Product demo scheduled
4140,Call,2024-04-15,602,Email sent
4141,Meeting,2024-06-01,947,Email sent
4142,Demo,2024-07-14,3080,Client discussion
4143,Meeting,2024-01-13,2577,Proposal review
4144,Email,2024-01-09,1766,Proposal review
4145,Email,2024-08-18,4837,Product demo scheduled
4146,Meeting,2024-07-21,2003,Product demo scheduled
4147,Call,2024-04-26,3597,Client discussion
4148,Demo,2024-07-23,3821,Proposal review
4149,Meeting,2024-04-14,3796,Product demo scheduled
4150,Demo,2024-01-27,2011,Product demo scheduled
4151,Call,2024-05-31,3065,Follow-up call
4152,Meeting,2024-08-26,3167,Proposal review
4153,Call,2024-11-02,2409,Client discussion
4154,Demo,2024-01-21,3928,Follow-up call
4155,Meeting,2024-06-18,1585,Client discussion
4156,Email,2024-01-06,830,Product demo scheduled
4157,Meeting,2024-01-31,203,Email sent
4158,Email,2024-11-18,4269,Client discussion
4159,Call,2024-08-17,3305,Client discussion
4160,Demo,2024-06-26,2676,Client discussion
4161,Meeting,2024-01-27,4236,Email sent
4162,Call,2024-08-12,3994,Proposal review
4163,Call,2024-12-07,4490,Email sent
4164,Call,2024-03-19,3096,Client discussion
4165,Demo,2024-11-21,2189,Product demo scheduled
4166,Email,2024-04-10,764,Email sent
4167,Demo,2024-05-21,3231,Product demo scheduled
4168,Call,2024-01-23,2482,Follow-up call
4169,Email,2024-04-09,3428,Email sent
4170,Email,2024-08-01,1243,Proposal review
4171,Meeting,2024-04-17,5,Follow-up call
4172,Email,2024-01-20,2176,Proposal review
4173,Call,2024-04-22,3837,Product demo scheduled
4174,Demo,2024-02-28,656,Proposal review
4175,Meeting,2024-11-11,3049,Proposal review
4176,Meeting,2024-10-22,4576,Email sent
4177,Meeting,2024-11-19,2675,Email sent
4178,Email,2024-12-07,4832,Email sent
4179,Meeting,2024-10-31,2010,Product demo scheduled
4180,Call,2024-08-10,3960,Client discussion
4181,Meeting,2024-09-17,2463,Proposal review
4182,Demo,2024-01-27,4848,Client discussion
4183,Meeting,2024-02-24,1213,Email sent
4184,Email,2024-04-22,2038,Proposal review
4185,Email,2024-02-20,4442,Email sent
4186,Meeting,2024-07-30,3276,Proposal review
4187,Meeting,2024-06-02,665,Product demo scheduled
4188,Email,2024-11-15,3942,Follow-up call
4189,Meeting,2024-01-30,3569,Proposal review
4190,Demo,2024-03-19,3394,Proposal review
4191,Call,2024-06-19,3035,Follow-up call
4192,Meeting,2024-04-30,3986,Proposal review
4193,Demo,2024-10-28,1754,Proposal review
4194,Demo,2024-04-30,2347,Product demo scheduled
4195,Email,2024-06-21,1305,Email sent
4196,Meeting,2024-10-30,3088,Follow-up call
4197,Call,2024-02-12,675,Follow-up call
4198,Email,2024-10-03,3511,Proposal review
4199,Call,2024-12-23,1245,Follow-up call
4200,Call,2024-08-29,1455,Follow-up call
4201,Email,2024-05-29,3005,Client discussion
4202,Call,2024-01-21,1354,Client discussion
4203,Meeting,2024-02-21,320,Email sent
4204,Call,2024-01-21,2,Product demo scheduled
4205,Email,2024-07-19,4018,Follow-up call
4206,Meeting,2024-10-30,2388,Email sent
4207,Call,2024-11-09,2331,Product demo scheduled
4208,Call,2024-08-24,4966,Client discussion
4209,Email,2024-11-25,4218,Follow-up call
4210,Demo,2024-11-06,1834,Client discussion
4211,Call,2024-07-20,2775,Product demo scheduled
4212,Demo,2024-08-19,2939,Email sent
4213,Meeting,2024-05-30,3286,Proposal review
4214,Email,2024-06-07,2676,Product demo scheduled
4215,Email,2024-08-24,1219,Product demo scheduled
4216,Call,2024-02-10,482,Email sent
4217,Call,2024-03-16,883,Proposal review
4218,Email,2024-03-17,602,Client discussion
4219,Meeting,2024-12-18,2622,Email sent
4220,Email,2024-09-03,3567,Proposal review
4221,Call,2024-11-25,4523,Email sent
4222,Meeting,2024-12-29,1719,Proposal review
4223,Call,2024-07-05,1283,Proposal review
4224,Email,2024-06-25,542,Follow-up call
4225,Call,2024-05-09,3192,Product demo scheduled
4226,Demo,2024-08-25,3257,Client discussion
4227,Demo,2024-03-09,2679,Proposal review
4228,Meeting,2024-10-17,1508,Follow-up call
4229,Email,2024-05-08,3407,Follow-up call
4230,Demo,2024-06-20,1214,Follow-up call
4231,Email,2024-05-02,4201,Email sent
4232,Demo,2024-05-22,1657,Product demo scheduled
4233,Demo,2024-01-20,76,Client discussion
4234,Meeting,2024-11-10,3056,Client discussion
4235,Call,2024-02-23,3956,Email sent
4236,Email,2024-04-18,1211,Client discussion
4237,Meeting,2024-09-28,3201,Email sent
4238,Email,2024-08-10,323,Proposal review
4239,Meeting,2024-10-02,3740,Follow-up call
4240,Meeting,2024-06-19,147,Proposal review
4241,Call,2024-08-30,3419,Proposal review
4242,Email,2024-06-10,4841,Product demo scheduled
4243,Demo,2024-05-15,2460,Follow-up call
4244,Email,2024-12-08,4748,Client discussion
4245,Demo,2024-05-15,36,Email sent
4246,Email,2024-01-21,1817,Proposal review
4247,Email,2024-07-22,19,Proposal review
4248,Call,2024-02-08,2242,Email sent
4249,Demo,2024-01-09,4111,Client discussion
4250,Call,2024-09-11,4753,Product demo scheduled
4251,Meeting,2024-02-29,1924,Proposal review
4252,Meeting,2024-03-31,4466,Product demo scheduled
4253,Call,2024-12-16,3519,Follow-up call
4254,Meeting,2024-11-27,2012,Proposal review
4255,Call,2024-02-20,1064,Client discussion
4256,Email,2024-12-02,2395,Client discussion
4257,Demo,2024-03-23,3494,Product demo scheduled
4258,Email,2024-07-04,800,Client discussion
4259,Meeting,2024-10-04,4495,Follow-up call
4260,Call,2024-03-20,995,Follow-up call
4261,Email,2024-02-03,2213,Product demo scheduled
4262,Call,2024-08-19,2766,Follow-up call
4263,Demo,2024-09-18,1001,Proposal review
4264,Meeting,2024-02-12,2919,Follow-up call
4265,Meeting,2024-03-31,3178,Product demo scheduled
