opportunity_id,opportunity_name,stage,deal_value,probability,expected_close_date,customer_id
505,Deal_505,Proposal,362880,74,2025-03-31,214
506,Deal_506,Proposal,3380231,42,2025-09-11,96
507,Deal_507,Negotiation,127738,42,2025-06-02,291
508,Deal_508,Lost,2860536,13,2025-05-26,233
509,Deal_509,Lost,4193237,26,2025-03-10,436
510,Deal_510,Lost,2338723,24,2025-04-09,415
511,Deal_511,Prospecting,1413100,61,2025-08-23,332
512,Deal_512,Negotiation,168146,51,2025-06-22,405
513,Deal_513,Negotiation,1670354,76,2025-03-31,313
514,Deal_514,Won,4372487,93,2025-06-17,45
515,Deal_515,Won,1600057,83,2025-03-13,245
516,Deal_516,Negotiation,107295,55,2025-05-14,197
517,Deal_517,Proposal,2289710,68,2025-06-18,155
518,Deal_518,Lost,4855643,33,2025-01-06,134
519,Deal_519,Negotiation,571136,55,2025-12-08,61
520,Deal_520,Won,1389801,89,2025-07-27,352
521,Deal_521,Lost,2658672,39,2025-12-20,61
522,Deal_522,Negotiation,1902617,63,2025-04-23,491
523,Deal_523,Proposal,1335013,70,2025-08-21,383
524,Deal_524,Lost,3538365,21,2025-12-26,282
525,Deal_525,Won,1882169,97,2025-05-07,349
526,Deal_526,Lost,736777,37,2025-09-27,229
527,Deal_527,Lost,3084871,32,2025-02-09,470
528,Deal_528,Lost,568064,13,2025-10-08,463
529,Deal_529,Lost,4854169,16,2025-10-02,77
530,Deal_530,Proposal,4414941,60,2025-08-15,60
531,Deal_531,Proposal,4150586,77,2025-02-16,461
532,Deal_532,Lost,516706,24,2025-08-21,68
533,Deal_533,Lost,3881903,23,2025-10-16,30
534,Deal_534,Lost,2635113,24,2025-01-12,203
535,Deal_535,Negotiation,1877888,40,2025-10-24,38
536,Deal_536,Prospecting,2940117,67,2025-12-25,33
537,Deal_537,Lost,628974,11,2025-08-30,17
538,Deal_538,Negotiation,1559792,66,2025-03-11,393
539,Deal_539,Won,3258471,91,2025-08-18,446
540,Deal_540,Won,723185,92,2025-12-16,494
541,Deal_541,Lost,2967305,14,2025-03-02,92
542,Deal_542,Lost,4486252,22,2025-03-07,373
543,Deal_543,Proposal,240717,40,2025-06-02,238
544,Deal_544,Lost,4512182,23,2025-07-14,422
545,Deal_545,Proposal,3914004,55,2025-06-27,80
546,Deal_546,Negotiation,996609,52,2025-01-17,415
547,Deal_547,Won,181246,99,2025-05-04,106
548,Deal_548,Prospecting,331658,46,2025-08-17,307
549,Deal_549,Prospecting,421084,55,2025-07-25,225
550,Deal_550,Proposal,1872586,74,2025-01-29,72
551,Deal_551,Lost,2014289,19,2025-10-22,164
552,Deal_552,Lost,2739933,29,2025-05-02,155
553,Deal_553,Proposal,1904240,73,2025-07-31,154
554,Deal_554,Negotiation,4720090,43,2025-10-30,451
555,Deal_555,Proposal,3633618,80,2025-10-12,254
556,Deal_556,Prospecting,3247356,62,2025-09-26,164
557,Deal_557,Won,1301728,93,2025-06-03,193
558,Deal_558,Proposal,4022163,74,2025-05-04,435
559,Deal_559,Proposal,1260910,59,2025-08-26,469
560,Deal_560,Prospecting,3511789,75,2025-08-02,286
561,Deal_561,Lost,3308295,14,2025-05-05,131
562,Deal_562,Proposal,713290,61,2025-08-19,434
563,Deal_563,Negotiation,4543236,45,2025-04-08,27
564,Deal_564,Negotiation,381748,64,2025-02-07,97
565,Deal_565,Lost,4737977,33,2025-04-22,246
566,Deal_566,Proposal,2593325,61,2025-01-08,109
567,Deal_567,Proposal,4067479,47,2025-05-05,357
568,Deal_568,Lost,1765580,32,2025-07-23,469
569,Deal_569,Proposal,2747902,75,2025-05-25,195
570,Deal_570,Won,3063687,97,2025-06-07,134
571,Deal_571,Negotiation,4221464,72,2025-08-27,51
572,Deal_572,Won,1753956,90,2025-07-09,161
573,Deal_573,Won,4768799,81,2025-04-24,380
574,Deal_574,Proposal,2237531,41,2025-10-11,479
575,Deal_575,Lost,3552898,28,2025-06-01,79
576,Deal_576,Proposal,1979536,61,2025-07-14,292
577,Deal_577,Proposal,4669124,71,2025-12-02,484
578,Deal_578,Negotiation,4148850,56,2025-11-25,379
579,Deal_579,Won,1461246,94,2025-06-30,87
580,Deal_580,Proposal,4146294,74,2025-04-05,470
581,Deal_581,Lost,542680,30,2025-09-26,18
582,Deal_582,Prospecting,103551,43,2025-07-31,71
583,Deal_583,Proposal,1316928,44,2025-01-05,112
584,Deal_584,Lost,3180634,24,2025-01-31,317
585,Deal_585,Lost,4103410,39,2025-12-04,250
586,Deal_586,Prospecting,4514521,40,2025-10-10,211
587,Deal_587,Prospecting,4491077,41,2025-05-21,275
588,Deal_588,Negotiation,4262893,41,2025-12-24,346
589,Deal_589,Won,947718,85,2025-02-19,269
590,Deal_590,Proposal,1660042,55,2025-11-14,270
591,Deal_591,Negotiation,2292482,62,2025-07-23,41
592,Deal_592,Negotiation,3900352,65,2025-10-17,125
593,Deal_593,Proposal,726263,59,2025-12-01,440
594,Deal_594,Prospecting,3449720,45,2025-07-14,194
595,Deal_595,Lost,520726,25,2025-11-23,5
596,Deal_596,Proposal,4243116,45,2025-08-11,331
597,Deal_597,Negotiation,849953,76,2025-09-28,471
598,Deal_598,Prospecting,1823494,54,2025-12-21,455
599,Deal_599,Lost,2324110,25,2025-01-24,474
600,Deal_600,Prospecting,4605271,57,2025-10-16,337
601,Deal_601,Prospecting,2688088,51,2025-01-09,493
602,Deal_602,Proposal,1259566,77,2025-12-31,421
603,Deal_603,Won,2560516,82,2025-03-25,289
604,Deal_604,Proposal,3314482,76,2025-12-13,460
605,Deal_605,Lost,3269935,20,2025-03-13,405
606,Deal_606,Prospecting,2951279,72,2025-01-28,51
607,Deal_607,Won,687687,87,2025-06-24,310
608,Deal_608,Lost,3377786,40,2025-06-17,16
609,Deal_609,Negotiation,4165480,68,2025-04-27,183
610,Deal_610,Lost,3199309,40,2025-08-10,96
611,Deal_611,Lost,3238281,31,2025-02-13,396
612,Deal_612,Lost,2117370,19,2026-01-01,38
613,Deal_613,Prospecting,1343699,57,2025-07-14,365
614,Deal_614,Proposal,2706489,64,2025-07-04,55
615,Deal_615,Prospecting,2635934,40,2025-08-16,185
616,Deal_616,Negotiation,1161549,46,2025-02-14,96
617,Deal_617,Won,4722329,94,2025-10-12,263
618,Deal_618,Won,270300,83,2025-02-15,182
619,Deal_619,Lost,2771518,12,2025-07-17,7
620,Deal_620,Negotiation,3303098,66,2025-02-13,372
621,Deal_621,Lost,2086271,38,2025-10-20,267
622,Deal_622,Proposal,1471883,64,2025-03-13,138
623,Deal_623,Negotiation,4186623,57,2025-03-16,33
624,Deal_624,Proposal,2364935,67,2025-08-04,154
625,Deal_625,Won,3079335,82,2025-05-09,484
626,Deal_626,Proposal,4209092,80,2025-11-01,316
627,Deal_627,Proposal,947349,69,2025-03-11,156
628,Deal_628,Prospecting,2836839,65,2025-11-14,195
629,Deal_629,Negotiation,2857970,68,2025-08-09,418
630,Deal_630,Lost,2570233,14,2025-06-14,309
631,Deal_631,Proposal,2685560,70,2025-04-01,494
632,Deal_632,Won,2494844,90,2025-12-22,325
633,Deal_633,Won,2083602,98,2025-06-16,193
634,Deal_634,Negotiation,3111972,65,2025-02-28,478
635,Deal_635,Lost,4627068,16,2025-04-03,350
636,Deal_636,Lost,3922367,10,2025-12-29,108
637,Deal_637,Won,630144,89,2025-07-29,345
638,Deal_638,Won,2590344,84,2025-05-04,130
639,Deal_639,Proposal,3212428,67,2025-02-07,230
640,Deal_640,Lost,4934216,25,2025-07-25,274
641,Deal_641,Lost,3558960,39,2025-10-06,19
642,Deal_642,Negotiation,762880,74,2025-02-25,394
643,Deal_643,Proposal,1445348,62,2025-11-28,314
644,Deal_644,Prospecting,3402236,76,2025-06-19,495
645,Deal_645,Won,138481,83,2025-02-20,133
646,Deal_646,Proposal,4401991,72,2025-10-13,298
647,Deal_647,Lost,3789461,17,2025-07-11,201
648,Deal_648,Won,4248211,98,2025-03-19,177
649,Deal_649,Prospecting,927023,70,2025-06-01,213
650,Deal_650,Prospecting,1238457,47,2025-06-28,160
651,Deal_651,Negotiation,1785328,69,2025-09-24,248
652,Deal_652,Negotiation,868921,70,2025-08-13,370
653,Deal_653,Won,613499,90,2025-06-03,23
654,Deal_654,Prospecting,2927946,41,2025-11-28,56
655,Deal_655,Proposal,4378470,55,2025-03-31,283
656,Deal_656,Proposal,4746353,61,2025-08-07,491
657,Deal_657,Won,3447784,87,2025-11-19,95
658,Deal_658,Proposal,3675006,80,2025-07-22,15
659,Deal_659,Lost,1705277,38,2025-08-19,304
660,Deal_660,Won,87329,92,2025-12-27,110
661,Deal_661,Proposal,574822,57,2025-10-23,53
662,Deal_662,Lost,3118494,15,2025-06-16,101
663,Deal_663,Won,2250779,83,2025-12-10,442
664,Deal_664,Won,2679024,96,2025-11-02,199
665,Deal_665,Lost,4974152,22,2025-02-28,179
666,Deal_666,Negotiation,1497265,69,2025-12-11,362
667,Deal_667,Negotiation,760951,79,2025-12-11,69
668,Deal_668,Negotiation,2051293,47,2025-06-06,60
669,Deal_669,Proposal,1235801,63,2025-09-19,199
670,Deal_670,Won,1206514,99,2025-10-22,197
671,Deal_671,Won,4132485,85,2025-11-22,276
672,Deal_672,Proposal,1449769,75,2025-09-08,148
673,Deal_673,Proposal,2688888,51,2025-08-19,318
674,Deal_674,Prospecting,130391,62,2025-09-06,70
675,Deal_675,Proposal,4760891,64,2025-09-16,335
676,Deal_676,Won,4174895,93,2025-08-01,364
677,Deal_677,Won,1453023,95,2025-02-12,290
678,Deal_678,Prospecting,2500227,54,2025-01-17,141
679,Deal_679,Proposal,2471542,74,2025-03-28,400
680,Deal_680,Won,4204989,98,2025-10-09,262
681,Deal_681,Prospecting,1008034,76,2025-05-18,397
682,Deal_682,Lost,3127459,36,2025-10-05,422
683,Deal_683,Prospecting,4633143,68,2025-04-22,218
684,Deal_684,Prospecting,2547363,55,2025-01-17,231
685,Deal_685,Negotiation,779666,62,2025-08-13,444
686,Deal_686,Prospecting,1810585,55,2025-10-29,353
687,Deal_687,Negotiation,3641725,79,2025-03-26,316
688,Deal_688,Proposal,1785961,53,2025-01-31,292
689,Deal_689,Negotiation,2407912,74,2025-11-02,276
690,Deal_690,Proposal,2504797,60,2025-05-29,294
691,Deal_691,Negotiation,848806,72,2025-03-11,493
692,Deal_692,Won,2376358,81,2025-12-02,65
693,Deal_693,Proposal,1276778,55,2025-12-31,165
694,Deal_694,Proposal,4155877,65,2025-03-14,296
695,Deal_695,Negotiation,3524771,80,2025-07-12,232
696,Deal_696,Prospecting,830935,80,2025-07-26,264
697,Deal_697,Negotiation,3864263,63,2025-09-07,168
698,Deal_698,Lost,831328,10,2025-08-23,326
699,Deal_699,Negotiation,4533077,44,2025-07-23,112
700,Deal_700,Won,4199969,86,2025-05-18,166
701,Deal_701,Negotiation,4641173,61,2025-10-23,67
702,Deal_702,Lost,4121309,37,2025-06-25,458
703,Deal_703,Prospecting,885293,42,2025-11-17,402
704,Deal_704,Won,1092176,80,2025-03-22,226
705,Deal_705,Won,3638640,80,2025-04-14,353
706,Deal_706,Proposal,1383599,59,2025-05-21,48
707,Deal_707,Negotiation,741393,56,2025-07-10,341
708,Deal_708,Proposal,3374754,43,2025-11-17,157
709,Deal_709,Proposal,815034,67,2025-12-27,49
710,Deal_710,Prospecting,4049744,53,2025-02-09,68
711,Deal_711,Lost,4407414,17,2025-12-15,228
712,Deal_712,Prospecting,2932108,40,2025-03-03,441
713,Deal_713,Won,4057240,84,2025-02-06,118
714,Deal_714,Won,909221,82,2025-02-22,161
715,Deal_715,Negotiation,1200323,59,2025-07-15,397
716,Deal_716,Proposal,623878,49,2025-09-29,289
717,Deal_717,Prospecting,1426709,79,2025-08-14,180
718,Deal_718,Proposal,1319818,80,2025-07-30,316
719,Deal_719,Won,777191,86,2025-02-21,72
720,Deal_720,Prospecting,3271493,77,2025-06-29,494
721,Deal_721,Won,1222980,90,2025-05-07,142
722,Deal_722,Prospecting,4692227,55,2025-11-04,308
723,Deal_723,Lost,275019,19,2025-12-04,449
724,Deal_724,Negotiation,4393194,53,2025-11-07,261
725,Deal_725,Proposal,2529186,65,2025-11-27,28
726,Deal_726,Proposal,3287042,71,2025-02-27,124
727,Deal_727,Won,645691,100,2025-09-28,456
728,Deal_728,Prospecting,2704765,63,2025-03-09,199
729,Deal_729,Lost,3115301,23,2025-10-07,350
730,Deal_730,Proposal,662299,70,2025-01-09,301
731,Deal_731,Prospecting,2249369,40,2025-04-21,21
732,Deal_732,Prospecting,4299757,65,2025-05-27,322
733,Deal_733,Lost,3534896,34,2025-08-05,360
734,Deal_734,Won,4551031,82,2025-10-03,316
735,Deal_735,Proposal,751263,57,2025-06-08,41
736,Deal_736,Lost,1754544,39,2025-03-21,275
737,Deal_737,Negotiation,4969391,65,2025-11-21,391
738,Deal_738,Prospecting,3719898,59,2025-05-03,30
739,Deal_739,Proposal,3694712,45,2025-03-01,233
740,Deal_740,Lost,511613,29,2025-06-08,342
741,Deal_741,Proposal,156241,47,2025-12-29,71
742,Deal_742,Prospecting,4214213,50,2025-06-27,268
743,Deal_743,Lost,2224721,35,2025-03-27,191
744,Deal_744,Proposal,1040331,57,2025-01-16,172
745,Deal_745,Won,4444407,88,2025-02-02,135
746,Deal_746,Lost,696510,30,2025-09-12,234
747,Deal_747,Lost,515056,21,2025-09-13,440
748,Deal_748,Lost,3134388,15,2025-03-22,131
749,Deal_749,Prospecting,1017488,76,2025-04-27,380
750,Deal_750,Lost,419416,10,2025-01-07,126
751,Deal_751,Prospecting,3103256,70,2025-07-16,472
752,Deal_752,Proposal,346651,51,2025-10-11,412
753,Deal_753,Won,2749470,87,2025-05-08,214
754,Deal_754,Negotiation,703364,57,2025-10-20,191
755,Deal_755,Prospecting,491846,72,2025-04-02,115
756,Deal_756,Lost,3413201,11,2025-02-05,450
757,Deal_757,Won,2656321,89,2025-06-17,45
758,Deal_758,Lost,116850,24,2025-07-08,103
759,Deal_759,Negotiation,2599376,76,2025-11-15,125
760,Deal_760,Won,4188609,91,2025-04-11,376
761,Deal_761,Lost,2106273,34,2025-03-19,4
762,Deal_762,Won,2004526,80,2025-10-05,178
763,Deal_763,Prospecting,62264,61,2025-12-03,193
764,Deal_764,Negotiation,1771295,46,2025-09-29,122
765,Deal_765,Won,552436,95,2025-03-14,365
766,Deal_766,Negotiation,418262,45,2025-04-29,460
767,Deal_767,Lost,3174689,23,2025-08-23,499
768,Deal_768,Prospecting,851758,77,2025-09-16,69
769,Deal_769,Won,4813225,82,2025-02-01,223
770,Deal_770,Proposal,2496755,55,2025-05-14,436
771,Deal_771,Negotiation,2786796,65,2025-06-12,232
772,Deal_772,Negotiation,676523,54,2025-04-14,70
773,Deal_773,Lost,1353678,13,2025-02-24,85
774,Deal_774,Won,2684302,94,2025-07-28,62
775,Deal_775,Lost,1791778,21,2025-08-20,158
776,Deal_776,Won,1055907,88,2025-02-16,81
777,Deal_777,Negotiation,388310,78,2025-04-21,428
778,Deal_778,Negotiation,815149,49,2025-12-31,128
779,Deal_779,Negotiation,4357211,65,2025-01-26,347
780,Deal_780,Negotiation,1508508,56,2025-01-16,488
781,Deal_781,Won,4713678,94,2025-10-09,128
782,Deal_782,Prospecting,904860,69,2025-03-13,63
783,Deal_783,Prospecting,1914688,43,2025-03-08,102
784,Deal_784,Won,754973,91,2025-10-26,301
785,Deal_785,Negotiation,232873,44,2025-02-03,102
786,Deal_786,Won,821572,84,2025-06-19,63
787,Deal_787,Prospecting,474779,69,2025-03-28,474
788,Deal_788,Lost,3363489,23,2025-09-12,16
789,Deal_789,Won,1499611,93,2025-07-01,110
790,Deal_790,Proposal,2397590,57,2025-08-17,453
791,Deal_791,Proposal,2111792,42,2025-11-28,152
792,Deal_792,Won,4669511,93,2025-09-03,32
793,Deal_793,Prospecting,3262965,57,2025-03-12,215
794,Deal_794,Proposal,2140002,73,2025-11-19,411
795,Deal_795,Lost,213829,35,2025-07-15,401
796,Deal_796,Negotiation,4617746,70,2025-09-06,177
797,Deal_797,Lost,2747813,26,2025-07-18,139
798,Deal_798,Proposal,2724938,41,2025-11-02,113
799,Deal_799,Prospecting,541498,57,2025-08-30,272
800,Deal_800,Negotiation,2002550,77,2025-03-23,52
801,Deal_801,Proposal,2285790,55,2025-10-01,418
802,Deal_802,Prospecting,4879255,54,2025-07-18,182
803,Deal_803,Proposal,2034334,51,2025-10-31,163
804,Deal_804,Negotiation,286613,77,2025-12-27,359
805,Deal_805,Negotiation,4777873,76,2025-03-14,289
806,Deal_806,Proposal,4597670,71,2025-06-08,90
807,Deal_807,Won,807133,81,2025-01-29,120
808,Deal_808,Lost,217168,17,2025-09-27,245
809,Deal_809,Prospecting,1740005,61,2025-03-08,175
810,Deal_810,Proposal,549591,60,2025-01-12,76
811,Deal_811,Lost,1238268,32,2025-02-26,434
812,Deal_812,Lost,3110917,37,2025-02-07,192
813,Deal_813,Won,897519,98,2025-06-22,155
814,Deal_814,Negotiation,1371238,48,2025-08-12,406
815,Deal_815,Won,2711566,100,2025-03-31,363
816,Deal_816,Lost,3043269,32,2025-04-25,341
817,Deal_817,Lost,1520956,36,2025-07-13,158
818,Deal_818,Negotiation,1540725,48,2025-01-01,486
819,Deal_819,Lost,4810390,22,2025-01-17,94
820,Deal_820,Lost,1903003,20,2025-11-24,290
821,Deal_821,Prospecting,1229802,71,2025-06-19,382
822,Deal_822,Prospecting,2959254,55,2025-06-13,86
823,Deal_823,Prospecting,2866470,80,2025-08-17,6
824,Deal_824,Negotiation,2143300,53,2025-12-21,35
825,Deal_825,Negotiation,956259,56,2025-01-01,25
826,Deal_826,Won,3570306,94,2025-03-27,453
827,Deal_827,Won,3226871,95,2025-06-29,280
828,Deal_828,Won,4072247,83,2025-10-23,334
829,Deal_829,Proposal,3835673,50,2025-02-07,410
830,Deal_830,Prospecting,218426,58,2025-06-13,134
831,Deal_831,Prospecting,2917295,44,2025-03-29,455
832,Deal_832,Won,679165,85,2025-10-08,483
833,Deal_833,Prospecting,4099489,61,2025-12-27,16
834,Deal_834,Won,1434096,100,2025-11-07,456
835,Deal_835,Won,499258,85,2025-02-21,170
836,Deal_836,Proposal,3483288,52,2025-12-23,284
837,Deal_837,Lost,2411586,18,2025-06-02,122
838,Deal_838,Prospecting,3345902,43,2025-10-20,282
839,Deal_839,Won,507219,84,2025-07-04,2
840,Deal_840,Won,2520859,82,2025-12-05,321
841,Deal_841,Lost,1724993,25,2025-02-19,14
842,Deal_842,Proposal,2497891,50,2025-02-11,243
843,Deal_843,Prospecting,3384197,59,2025-08-30,251
844,Deal_844,Negotiation,4614459,45,2025-07-18,95
845,Deal_845,Negotiation,3148765,64,2025-04-06,229
846,Deal_846,Prospecting,3738810,56,2025-08-27,135
847,Deal_847,Proposal,4783243,57,2025-02-01,78
848,Deal_848,Prospecting,2933931,45,2025-10-05,212
849,Deal_849,Lost,4693949,17,2025-02-01,431
850,Deal_850,Won,3561740,96,2025-10-02,352
851,Deal_851,Won,2026708,98,2025-09-01,154
852,Deal_852,Prospecting,341323,65,2025-09-15,293
853,Deal_853,Lost,4843967,35,2025-12-13,318
854,Deal_854,Proposal,3816818,47,2025-03-30,486
855,Deal_855,Proposal,1666703,53,2025-03-06,22
856,Deal_856,Won,3702343,82,2025-04-14,422
857,Deal_857,Proposal,2213307,78,2025-06-13,467
858,Deal_858,Prospecting,3305611,45,2025-10-12,204
859,Deal_859,Lost,2366940,20,2025-09-24,235
860,Deal_860,Prospecting,4978945,79,2025-09-25,401
861,Deal_861,Won,3526594,83,2025-03-18,76
862,Deal_862,Lost,4937849,28,2025-02-21,474
863,Deal_863,Prospecting,897169,76,2025-05-27,445
864,Deal_864,Lost,2934583,38,2025-07-30,136
865,Deal_865,Won,4123380,100,2025-10-20,312
866,Deal_866,Won,1494516,81,2025-05-22,207
867,Deal_867,Proposal,3419870,79,2025-01-20,203
868,Deal_868,Negotiation,463482,55,2025-09-01,472
869,Deal_869,Negotiation,219725,63,2025-06-22,419
870,Deal_870,Negotiation,2401718,59,2025-09-09,440
871,Deal_871,Prospecting,1177307,54,2025-06-03,499
872,Deal_872,Won,2310058,90,2025-08-02,310
873,Deal_873,Prospecting,3755387,52,2025-04-19,468
874,Deal_874,Won,4382727,95,2025-07-11,421
875,Deal_875,Prospecting,1383557,72,2025-02-03,160
876,Deal_876,Lost,1187913,22,2025-09-26,451
877,Deal_877,Lost,1507414,10,2025-04-09,449
878,Deal_878,Proposal,2142876,43,2025-01-17,234
879,Deal_879,Prospecting,1720253,63,2025-05-21,189
880,Deal_880,Won,3379793,96,2025-11-22,473
881,Deal_881,Prospecting,2079523,41,2025-07-10,251
882,Deal_882,Lost,1539679,24,2025-08-31,301
883,Deal_883,Lost,2937769,21,2025-03-25,429
884,Deal_884,Negotiation,2441335,45,2025-01-15,198
885,Deal_885,Prospecting,4850448,50,2025-04-20,439
886,Deal_886,Proposal,1784185,54,2025-05-18,334
887,Deal_887,Won,218211,96,2025-12-16,5
888,Deal_888,Won,1502912,84,2025-11-04,411
889,Deal_889,Prospecting,2167204,54,2025-11-08,413
890,Deal_890,Negotiation,3605149,57,2025-07-12,437
891,Deal_891,Negotiation,2163918,69,2025-04-22,239
892,Deal_892,Negotiation,3381556,73,2025-10-27,53
893,Deal_893,Prospecting,3189266,72,2025-10-15,332
894,Deal_894,Lost,2421265,29,2025-06-02,351
895,Deal_895,Prospecting,585504,70,2025-06-22,142
896,Deal_896,Negotiation,2240659,57,2025-12-02,365
897,Deal_897,Negotiation,1307698,52,2025-09-22,392
898,Deal_898,Proposal,3439823,43,2025-12-05,164
899,Deal_899,Proposal,4222265,41,2025-06-01,133
900,Deal_900,Won,3307086,92,2025-01-19,299
901,Deal_901,Lost,1643123,36,2025-06-25,372
902,Deal_902,Proposal,4040756,74,2025-12-10,184
903,Deal_903,Lost,1475951,19,2025-12-03,449
904,Deal_904,Lost,2514439,15,2025-02-19,242
905,Deal_905,Proposal,4739497,56,2025-04-04,485
906,Deal_906,Negotiation,1914397,45,2025-07-01,115
907,Deal_907,Negotiation,2829289,66,2025-07-10,134
908,Deal_908,Lost,3940306,19,2025-03-02,241
909,Deal_909,Prospecting,4945378,80,2025-10-25,484
910,Deal_910,Lost,4011265,12,2025-04-10,257
911,Deal_911,Prospecting,4494607,64,2025-06-02,212
912,Deal_912,Prospecting,1202303,49,2025-04-13,176
913,Deal_913,Won,3888387,98,2025-03-15,162
914,Deal_914,Proposal,4140124,45,2025-06-20,324
915,Deal_915,Proposal,536653,60,2025-01-03,232
916,Deal_916,Negotiation,1464367,53,2025-10-23,392
917,Deal_917,Proposal,788544,71,2025-03-08,315
918,Deal_918,Won,3652149,100,2025-07-26,220
919,Deal_919,Won,89167,92,2025-01-20,274
920,Deal_920,Proposal,168087,63,2025-06-14,388
921,Deal_921,Lost,200291,16,2025-12-13,3
922,Deal_922,Proposal,2938615,54,2025-06-09,67
923,Deal_923,Prospecting,4272292,64,2025-10-29,157
924,Deal_924,Proposal,433513,44,2025-06-02,486
925,Deal_925,Negotiation,4414495,69,2025-11-02,269
926,Deal_926,Negotiation,1172307,67,2025-06-25,462
927,Deal_927,Won,1630632,91,2025-03-26,486
928,Deal_928,Won,1966111,80,2025-04-25,373
929,Deal_929,Proposal,233821,53,2025-10-29,259
930,Deal_930,Proposal,3125191,47,2025-12-31,334
931,Deal_931,Prospecting,2195715,64,2025-10-01,320
932,Deal_932,Prospecting,452320,78,2025-12-05,56
933,Deal_933,Prospecting,1021315,43,2025-08-02,228
934,Deal_934,Won,4640937,83,2025-05-10,243
935,Deal_935,Proposal,128052,53,2025-06-04,216
936,Deal_936,Prospecting,2314732,73,2025-11-15,311
937,Deal_937,Proposal,930084,66,2025-09-19,369
938,Deal_938,Lost,2421516,13,2025-02-28,402
939,Deal_939,Prospecting,1716368,71,2025-11-08,103
940,Deal_940,Negotiation,1741757,73,2025-07-03,361
941,Deal_941,Won,1395311,89,2025-01-21,281
942,Deal_942,Won,4082101,86,2025-06-19,121
943,Deal_943,Prospecting,796609,40,2025-02-26,428
944,Deal_944,Lost,4194845,31,2025-03-18,487
945,Deal_945,Prospecting,679550,72,2025-02-21,464
946,Deal_946,Negotiation,3881507,54,2025-06-01,136
947,Deal_947,Won,887257,81,2025-03-31,448
948,Deal_948,Prospecting,3071699,58,2025-12-13,161
949,Deal_949,Won,846904,83,2025-01-24,5
950,Deal_950,Proposal,2807006,50,2025-07-03,458
951,Deal_951,Won,2300742,99,2025-02-17,191
952,Deal_952,Negotiation,1004892,51,2025-07-25,205
953,Deal_953,Won,3285616,88,2025-12-20,436
954,Deal_954,Won,1449041,93,2025-02-27,68
955,Deal_955,Prospecting,920008,50,2025-08-02,467
956,Deal_956,Lost,4822643,25,2025-12-14,225
957,Deal_957,Proposal,3235580,79,2025-07-03,314
958,Deal_958,Prospecting,4102365,48,2025-09-07,58
959,Deal_959,Won,435643,94,2025-02-02,134
960,Deal_960,Negotiation,4452491,40,2025-10-23,371
961,Deal_961,Lost,2887871,17,2025-09-23,268
962,Deal_962,Lost,3680991,13,2025-12-05,373
963,Deal_963,Proposal,2950356,70,2025-12-06,347
964,Deal_964,Won,4733730,84,2025-11-10,28
965,Deal_965,Prospecting,4291008,50,2025-08-29,437
966,Deal_966,Won,678015,85,2025-09-09,165
967,Deal_967,Proposal,2383351,61,2025-01-26,260
968,Deal_968,Proposal,3226242,75,2025-07-26,419
969,Deal_969,Proposal,3901164,45,2025-08-16,411
970,Deal_970,Lost,788364,24,2025-09-13,229
971,Deal_971,Negotiation,4222270,47,2025-12-01,10
972,Deal_972,Prospecting,3508946,65,2025-01-19,286
973,Deal_973,Lost,812487,10,2025-11-06,494
974,Deal_974,Lost,2605152,30,2025-09-18,288
975,Deal_975,Proposal,2909292,69,2025-07-06,423
976,Deal_976,Prospecting,3862286,54,2025-06-19,287
977,Deal_977,Lost,4018932,29,2025-12-03,187
978,Deal_978,Won,867360,83,2025-12-04,114
979,Deal_979,Prospecting,3029121,61,2025-11-21,494
980,Deal_980,Negotiation,4428728,75,2025-07-11,360
981,Deal_981,Prospecting,1427035,42,2025-09-10,72
982,Deal_982,Won,2183133,83,2025-11-09,101
983,Deal_983,Proposal,3345854,47,2025-04-21,235
984,Deal_984,Proposal,954004,61,2025-08-01,24
985,Deal_985,Lost,3829106,13,2025-08-23,338
986,Deal_986,Lost,4279515,40,2025-03-10,494
987,Deal_987,Won,4499018,80,2025-01-25,284
988,Deal_988,Won,4101126,98,2025-09-18,400
989,Deal_989,Proposal,1506684,77,2025-03-07,54
990,Deal_990,Won,2749821,99,2025-09-16,452
991,Deal_991,Won,2132377,93,2025-05-21,204
992,Deal_992,Negotiation,3848745,58,2025-03-10,71
993,Deal_993,Won,4347438,99,2025-06-03,432
994,Deal_994,Lost,2683274,37,2025-12-31,378
995,Deal_995,Lost,1873201,30,2025-04-13,108
996,Deal_996,Lost,2487557,32,2025-12-18,177
997,Deal_997,Proposal,4276964,51,2025-10-05,356
998,Deal_998,Negotiation,3004784,47,2025-10-15,246
999,Deal_999,Lost,3552058,28,2025-12-12,383
1000,Deal_1000,Lost,3593233,19,2025-01-07,268
1001,Deal_1001,Prospecting,3244971,41,2025-03-16,28
1002,Deal_1002,Prospecting,2289576,52,2025-03-24,147
1003,Deal_1003,Negotiation,570369,49,2025-12-20,402
1004,Deal_1004,Negotiation,4589680,53,2025-01-17,184
1005,Deal_1005,Won,4763432,83,2025-04-25,381
1006,Deal_1006,Lost,2043095,22,2025-09-19,402
1007,Deal_1007,Negotiation,3250947,43,2025-07-18,214
1008,Deal_1008,Negotiation,501325,75,2025-01-07,381
1009,Deal_1009,Negotiation,3766688,52,2025-04-26,467
1010,Deal_1010,Negotiation,4635340,77,2025-11-05,101
